user_id,date,user,screen_name,is_verified,tweet,likes,re_tweet,location,language,followers_count,friends_count,listed_count,statuses_count,favourites_count
16543760,2021-04-26 18:35:00,News12LI,News12LI,True,"DECAFFEINATED? #Patchogue residents have pushed back against a proposal for a #Starbucks on West Main Street, sayin… https://t.co/zUXqMRgnPA",26,0,"Long Island, NY",en,357730,162,1102,65515,409
1308619401311133696,2021-04-26 18:29:51,The King of Whales,king_o_whales,False,@Starbucks I’m curious as to what the white floating bits in the non-expired bottled coffees are. I can assume they… https://t.co/XeLXaaWi0I,0,0,,en,1,18,0,23,17
844682418275667969,2021-04-26 18:29:43,Taryn Victor,TarynVictor,False,You could win a Starbucks gift box of goodies by entering the Bubble Pop Frappuccino competition between 20 April a… https://t.co/q80xnsCTo6,0,1,"Johannesburg, South Africa",en,2164,928,14,11398,25327
1315536632284672000,2021-04-26 18:22:03,katie,HelloKittyCat25,False,I just got startbucks a Pink drink 😋😍😊 https://t.co/XzdgM4JeKP #Starbucks https://t.co/LK2tSReQic,9,0,"Las Vegas, NV",en,500,596,0,1420,1997
173854529,2021-04-26 18:20:03,All For One Shop,XavierBookstore,False,"Isn't this latte satisfying? 

#allforone #ustationxu #starbucks  #monday#icedlatte#iceddrink#spring https://t.co/ZX6EThwbhq",0,0,"Cincinnati, OH",en,989,308,9,2338,954
550525049,2021-04-26 18:17:46,Jessie,jsjezy,False,On Monday we Starbucks #coffee #Temblor #Chernobyl #Crypto #COVID19 #coronavirus #vaccination #Australia… https://t.co/YbNprdTjIW,0,0,Instagram & Clubhouse; jsjezy ,en,238,222,11,6383,12088
831275713185488896,2021-04-26 18:11:17,Charlie's Treasures,CharliesTreasu1,False,Check out Starbucks Boston Mug Been There Marathon Paul Revere Lobster New #Starbucks https://t.co/9aiKTAINYP via @eBay,0,0,"Bakersfield, CA",en,2080,1813,25,76358,1043
315612855,2021-04-26 18:11:10,Source Intelligence,SourceIntel,False,"#Starbucks will work to meet its 2030 target of #carbonneutral #greencoffee, reducing greenhouse gas (GHG)… https://t.co/NX5Ewcclyb",1,0,"Carlsbad, CA",en,6055,340,121,4080,1105
1328948393507495941,2021-04-26 18:03:35,ShaDeanaZBeauty,ShaDeanaZBeauty,False,"Starbucks lovers? Our Starbucks Bling Tumblrs Are In Yellow, Blue &amp; Pink With A Good Quality Straw! Be Sure To Get… https://t.co/fLFDZ6y1Sp",1,1,,en,1,0,0,6,0
832415740913258497,2021-04-26 17:50:52,Shari Goll,shariagseattle,False,#Starbucks #BeenThere Series #State #Mug #Tennessee 2017 NO BOX https://t.co/sQSuWIxIwt ⁦@eBay⁩  #ebayROCteam… https://t.co/YuGba55x5o,0,0,"Idaho, USA",en,716,390,15,13916,8095
400057128,2021-04-26 17:48:35,Rob Mueller,robantheanimals,False,We love our coffee. I cannot get one on break in #Heartland #Mississauga because all the nearby @TimHortons are clo… https://t.co/s5okXiLjD5,4,0,Toronto,en,176,68,10,3067,1936
795956815380946945,2021-04-26 17:48:23,Yadav Ramu,ramuydv82,False,#Starbucks Coffee 🤣 https://t.co/GIE55YSOnE,1,0,"Toshima-ku, Tokyo, Japan",en,327,1777,0,417,652
832415740913258497,2021-04-26 17:42:54,Shari Goll,shariagseattle,False,#Starbucks #YouAreHere Collection #Mug #Seattle #Washington 2015 NO BOX https://t.co/sike22g0VL ⁦@eBay⁩… https://t.co/rwQP5GhLQk,0,0,"Idaho, USA",en,716,390,15,13916,8095
832415740913258497,2021-04-26 17:41:49,Shari Goll,shariagseattle,False,#Starbucks #YouAreHere #Mug #PikePlace #PikePlaceMarket #Seattle #Washington 2013 NO BOX https://t.co/Re4pWR4iOE ⁦… https://t.co/IDeVOkGD8X,0,0,"Idaho, USA",en,716,390,15,13916,8095
1386713575843004416,2021-04-26 17:37:07,Crypto Gypsy,The_CryptoGypsy,False,"Blocked from smooching and touching during the pandemic 😷💋? From #Microsoft, #Starbucks, #Tesla, #Amazon, #Visa,… https://t.co/VibWlfjhGi",0,0,United Arab Emirates,en,3,209,0,15,1
265934698,2021-04-26 17:31:36,Lady Dukan,LadyDukan,False,@StarbucksUK is this the best you can do? #starbucks #starbucksbaconroll https://t.co/pyFOgBbD8q,0,0,United Kingdom,en,57,69,6,205,40
1386581009152544772,2021-04-26 17:30:20,♡ Desi ♡,xdraeex,False,Mango dragonfruit refresher . 🔥 #starbucks #refreshing #happymonday #goodvibesonly 😊 https://t.co/Qlxqw0YNYu,0,0,Michigan ,en,0,12,0,4,0
97012216,2021-04-26 17:28:43,John Froude,s544npbra,False,@TimHortons To bad you didn’t do something for the dogs like #Starbucks,0,0,"Grande Prairie, Alberta",en,218,755,4,2199,1416
720670057,2021-04-26 17:28:11,Teresa Rodriguez,teri247365,False,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @HelloCindy8 #poshmark #fashion… https://t.co/LzKYIQNXvI,0,0,Illinois,en,483,1594,4,16559,3713
2592966706,2021-04-26 17:10:49,Rachel Gilbert,gilbert1_rachel,False,Said I would retake the picture in the future when we got engaged because we met in a @Starbucks ... This marriage… https://t.co/u3V3jFxyw3,0,0,,en,268,284,0,2024,9800
972904527077756934,2021-04-26 17:01:16,Michael,savebly,False,"Want Free Starbucks? Yes, Free Starbucks! 🤑☕ Learn How To Do So Here... https://t.co/bdCIUKJ8pa #starbucks #freestarbucks #free",0,0,"New York, NY",en,1070,495,4,8817,5785
758013822,2021-04-26 16:56:01,BestDealsEver,MilwaukeeHotBuy,False,The Making of a Comedy Legends: https://t.co/Xf6wRlNzGc #vannuys #ventura #sanjose #port #ventura #newlisbon… https://t.co/NE9TBdF2op,0,0,,en,2067,2381,354,117091,2957
918872003561607168,2021-04-26 16:34:52,Jen Mosby,jen_mosby,False,Find out what’s in Starbucks’ lower-sugar drinks—and if they are actually healthy. #Starbucks… https://t.co/jhgJdR3dPT,0,0,"Affton, MO",en,24,126,0,2335,0
1364334399395782657,2021-04-26 16:27:30,Misty,Misty51966303,False,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @cdgrav66 #poshmark #fashion #style… https://t.co/cwwuVNL7NX,0,0,United States,en,24,128,0,153,0
527412362,2021-04-26 16:27:07,Sue Bernard,MRSB_2004,False,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @ohnoKELSO #poshmark #fashion… https://t.co/sY2dx9fKFU,0,0,,en,4,17,0,523,12
849711054,2021-04-26 16:25:03,Russ Bassett,RussBassett,False,"Congratulations Christian County Emergency Management #911dispatchers, our #NPSTW2021 contest winner!  #fuelup… https://t.co/n02b3rT3Wn",0,0,"Whittier, California",en,516,1423,8,1619,7716
1384897814694608896,2021-04-26 16:23:24,Teddy Hitchcock,GrandpaTeddy1,False,Starbucks Frap with @Coolgrams6 #Starbucks #FraP #WAP ☕️❤️💕😎 https://t.co/Ip9ICGIzAL,3,1,,en,9,44,0,20,88
35752162,2021-04-26 16:13:55,Totoro,reya276,False,"#starbucks For when your sugar drop to 43 and you're nearly comatose!! Does the job all the time.
Caramel Macchiato… https://t.co/k24cI5UWCL",0,0,FL,en,126,257,35,4968,919
4693333172,2021-04-26 16:12:09,NAGA,nagainvesting,False,"Make sure to add those to your calendar, not to miss any action! #Q1earnings ➡️ https://t.co/L3coaYaGIf
⠀… https://t.co/Y7NgAt44Z9",5,0,,en,9737,193,131,2233,1038
14154645,2021-04-26 16:09:46,Jim Hirsch,jphirsch,False,Coffee stop on a gray morning - washes out the colors even on the color version .::. #porsche #981boxster #mavpca… https://t.co/mhvbYVQa9y,2,0,"Plano, TX",en,118,117,4,2518,5177
1581278678,2021-04-26 16:07:21,Catherine Castle,AuthorCCastle,False,Last day for a chance to win a #free #ebook or a #Starbucks #giftcard. Go to Tasty Tuesdays--My Nan-Nan’s Special C… https://t.co/4sId1p28a5,1,2,,en,859,403,25,6023,2222
168865188,2021-04-26 16:01:40,DJ Lord Buck | LBE©,DJLordBuck,False,#Starbucks set to brew record second-quarter revenue as vaccinations rise | Reuters https://t.co/BrtRznXd51,0,0,"Colorado Springs, CO",en,3930,3419,59,23788,493
3018904891,2021-04-26 15:53:13,"Kansas City, Kansas Police Department",KCKPDChief,False,"Mark your calendar! This Friday, April 30th. Officers with Community Policing will be sipping joe at the Starbucks… https://t.co/v17W0cmvRN",4,2,"700 Minnesota Avenue, KS",en,12275,4013,164,9605,7558
1241853283834236928,2021-04-26 15:42:57,Kate Arnold-Routledge,ArnoldRoutledge,False,Anyone else do #microsoftrewards ? I’m so excited to be getting closer to my £5 #starbucks #giftcard ! It’s fun to… https://t.co/64C0QNcSPG,0,0,"Ormskirk, England",en,49,398,0,162,1050
1286891312197726210,2021-04-26 15:42:17,Fun Spreads,FSpreads,False,Check out Starbucks Japan Logo Cold Cup Tumbler Light Green 473ml Online Store Limited #Starbucks https://t.co/dp0qTv01qC via @eBay,0,0,,en,476,2410,2,14846,5574
1286891312197726210,2021-04-26 15:41:40,Fun Spreads,FSpreads,False,Check out Starbucks Japan Mug Beige 237ml Letter Logo Simple Online Store Limited  #Starbucks https://t.co/DvK2tVzC3o via @eBay,0,0,,en,476,2410,2,14846,5574
1286891312197726210,2021-04-26 15:41:14,Fun Spreads,FSpreads,False,Check out STARBUCKS Japan Milk Former &amp; Cup Heat Resistant Glass Mug Cappuccino #STARBUCKS https://t.co/91WlJq3v3T via @eBay,0,0,,en,476,2410,2,14846,5574
1286891312197726210,2021-04-26 15:40:54,Fun Spreads,FSpreads,False,Check out Starbucks Japan Mug Daruma White 237ml 2021 Limited Lucky Online Only #Starbucks https://t.co/tZgAiQYrh2 via @eBay,0,0,,en,476,2410,2,14846,5574
118794845,2021-04-26 15:40:03,Trading MarcoDaCosta,MarcoDaCostaFX,False,$SBUX price target raised from $122 to $135 at #Oppenheimer. ☕️ #Starbucks,1,0,StocksLand 💶💵💷,en,6400,850,397,1651480,34913
1286891312197726210,2021-04-26 15:37:46,Fun Spreads,FSpreads,False,"Check out Starbucks Reserve® Edition ""STANLEY"" Classic Vacuum Bottle White 473ml Tokyo  #Starbucks https://t.co/F1HqxeIjEn via @eBay",0,0,,en,476,2410,2,14846,5574
1286891312197726210,2021-04-26 15:35:22,Fun Spreads,FSpreads,False,Check out Starbucks Reserve ® Tokyo Limited Double Wall Glass Facet Pink 237ml with Box #Starbucks https://t.co/uRJrtUqDov via @eBay,0,1,,en,476,2410,2,14846,5574
1286891312197726210,2021-04-26 15:34:18,Fun Spreads,FSpreads,False,Check out Starbucks Reserve PC Case Black ROASTERY TOKYO Limited Canvas Fabric Portable #Starbucks https://t.co/QjnzA749dX via @eBay,0,0,,en,476,2410,2,14846,5574
1286891312197726210,2021-04-26 15:33:32,Fun Spreads,FSpreads,False,Check out Starbucks Reserve Mag Sakura 2021 355ml with Box Tokyo Limited Cherry Blossom #Starbucks https://t.co/qv1cCBadZE via @eBay,0,0,,en,476,2410,2,14846,5574
1286891312197726210,2021-04-26 15:33:12,Fun Spreads,FSpreads,False,Check out Starbucks Reserve Japan Canvas Tote White ROASTERY TOKYO Limited Cotton #Starbucks https://t.co/86iioXJobU via @eBay,0,1,,en,476,2410,2,14846,5574
