city_name,city_lat,city_lng,city_temp_max,city_temp_min,city_temp,city_pressure,city_humidity,city_cloud,city_wind_speed,city_wind_deg,city_country,city_date,city_sunrise,city_sunset,weather_main,weather_description
Marignane,43.416,5.2145,10.56,9.44,10.02,1020,87,0,1.54,120,FR,1619147702,1619153018,1619202653,Clear,clear sky
Arrondissement de Marseille,43.3333,5.5,11,9.44,10.21,1020,76,0,1.03,0,FR,1619147886,1619152959,1619202576,Clear,clear sky
Arrondissement de Marseille,43.3333,5.5,11,9.44,10.21,1020,76,0,1.03,0,FR,1619147886,1619152959,1619202576,Clear,clear sky
Arrondissement de Marseille,43.3333,5.5,11,9.44,10.21,1020,76,0,1.03,0,FR,1619147886,1619152959,1619202576,Clear,clear sky
Mougins,43.6,7,12,8,9.44,1019,87,0,1.54,10,FR,1619147995,1619152570,1619202245,Clear,clear sky
Arrondissement de Nice,44,7.25,13.89,8.89,11.56,1019,66,0,3.6,340,FR,1619147580,1619152466,1619202229,Clear,clear sky
Arrondissement de Nice,44,7.25,13.89,8.89,11.56,1019,66,0,3.6,340,FR,1619147580,1619152466,1619202229,Clear,clear sky
Arrondissement de Grenoble,45.0833,5.8333,5.56,3.33,4.48,1020,81,2,1.79,207,FR,1619147905,1619152682,1619202693,Clear,clear sky
Arrondissement de Lyon,45.75,4.5833,8.33,4.44,6.62,1021,66,0,2.57,340,FR,1619147938,1619152903,1619203071,Clear,clear sky
Villeurbanne,45.7667,4.8833,8,5,7.14,1021,66,0,2.57,340,FR,1619147730,1619152829,1619203001,Clear,clear sky
Almondsbury,51.5541,-2.5711,2.78,0.56,1.56,1026,69,0,5.66,80,GB,1619147960,1619153835,1619205573,Clear,clear sky
Altrincham,53.3875,-2.3485,6.11,2.22,4.18,1028,56,7,1.03,90,GB,1619147997,1619153487,1619205814,Clear,clear sky
Ashford,51.1459,0.8728,5,0.56,2.04,1028,90,6,3.34,76,GB,1619147997,1619153071,1619204684,Clear,clear sky
Ashorne,52.2166,-1.5544,2.78,1.67,2.17,1027,82,3,0.89,353,GB,1619147997,1619153488,1619205432,Clear,clear sky
Baldock,51.9878,-0.1884,2,-1.11,0.15,1028,93,5,2.57,90,GB,1619147998,1619153197,1619205068,Clear,clear sky
Banbury,52.0602,-1.3403,1.67,0,0.75,1027,82,3,0.89,353,GB,1619147998,1619153461,1619205356,Clear,clear sky
Barnes,39.7119,-96.8745,9.44,8,8.74,1016,66,90,8.75,170,US,1619147998,1619091559,1619140331,Drizzle,drizzle
Barnet,51.6574,-0.2142,3,0,1.48,1028,93,5,3.09,70,GB,1619147998,1619153254,1619205023,Clear,clear sky
Basildon,51.5684,0.4578,3.89,-1,1.33,1029,100,0,2.96,83,GB,1619147998,1619153107,1619204848,Clear,clear sky
Basingstoke,51.2625,-1.0871,2.22,0.56,1.43,1027,87,4,1.54,80,GB,1619147709,1619153524,1619205172,Clear,clear sky
Bath,51.3779,-2.3591,2.22,0,0.86,1027,81,0,2.74,80,GB,1619147372,1619153811,1619205495,Clear,clear sky
Beaconsfield,45.4334,-73.8659,4,3.33,3.72,1006,48,44,6.17,290,CA,1619147999,1619085446,1619135401,Clouds,scattered clouds
Berkshire,42.3334,-73.2496,0.56,-0.56,0.1,1009,59,20,6.69,270,US,1619147999,1619085636,1619134916,Clouds,few clouds
Beverley,53.8459,-0.4233,4.44,-1,1.67,1029,80,55,0.51,290,GB,1619147999,1619152948,1619205429,Clouds,broken clouds
Bexleyheath,51.4629,0.1394,3.89,2.22,2.97,1029,93,5,2.57,90,GB,1619147999,1619153199,1619204908,Clear,clear sky
Bickerstaffe,53.5313,-2.8381,6.67,3.33,5.2,1028,55,7,0.89,111,GB,1619148001,1619153580,1619205956,Clear,clear sky
Bideford,51.0179,-4.2046,6.67,4.44,5.73,1022,78,0,2.68,94,GB,1619148001,1619154308,1619205885,Clear,clear sky
Birmingham,33.5207,-86.8025,11.11,9,9.9,1022,66,1,1.57,93,US,1619148001,1619089679,1619137376,Clear,clear sky
Birstall,53.7333,-1.6595,4.44,2.78,3.63,1019,64,52,0.58,237,GB,1619148001,1619153263,1619205707,Clouds,broken clouds
Bishop's Stortford,51.8711,0.1587,1,-1.11,0.21,1029,93,4,2.57,80,GB,1619148002,1619153132,1619204966,Clear,clear sky
Blackburn,53.75,-2.4833,4.44,2.22,3.44,1029,60,13,1.5,118,GB,1619148003,1619153458,1619205908,Clouds,few clouds
Blackpool,53.8167,-3.05,4.44,3.33,3.87,1026,73,9,3.99,131,GB,1619148004,1619153582,1619206056,Clear,clear sky
Bournemouth,50.7205,-1.8795,3.89,2.78,3.71,1026,81,3,0.45,37,GB,1619148004,1619153794,1619205282,Clear,clear sky
Bracknell,51.4136,-0.7505,2.22,1.11,1.59,1030,88,4,2.57,77,GB,1619147965,1619153420,1619205114,Clear,clear sky
Bradford,53.7939,-1.7521,4.44,2.78,3.6,1029,10,45,0.45,360,GB,1619148004,1619153275,1619205740,Clouds,scattered clouds
Braintree,51.8782,0.5529,1.67,-1.67,-0.38,1029,93,2,2.38,81,GB,1619148005,1619153036,1619204873,Clear,clear sky
Brentwood,40.7812,-73.2462,6.11,4.44,5.19,1014,45,20,5.14,280,US,1619147992,1619085790,1619134759,Clouds,few clouds
Bridgend,51.5058,-3.5772,6,5,5.44,1027,52,0,4.63,80,GB,1619148005,1619154083,1619205808,Clear,clear sky
Brierley Hill,52.4817,-2.1214,3.33,1.67,2.3,1028,82,3,1.83,122,GB,1619147879,1619153582,1619205611,Clear,clear sky
Brighouse,53.7032,-1.7843,4.44,2.78,3.75,1028,60,27,0.59,248,GB,1619147904,1619153299,1619205732,Clouds,scattered clouds
Brighton,50.8284,-0.1395,5,1.67,3.3,1026,91,5,0.89,125,GB,1619148006,1619153361,1619204880,Clear,clear sky
Bristol,41.8334,-71.1662,4.44,2.78,3.58,1009,38,1,5.14,260,US,1619148006,1619085187,1619134364,Clear,clear sky
Bromley,51.4061,0.0152,3.33,1.11,2.35,1029,93,5,2.57,90,GB,1619148006,1619153238,1619204929,Clear,clear sky
Broughton,52.3667,-0.7667,2.22,0,1.12,1031,67,6,1.56,123,GB,1619148006,1619153275,1619205267,Clear,clear sky
Buckinghamshire,51.75,-0.75,2.78,-2.22,0.57,1028,90,2,2.37,92,GB,1619148006,1619153368,1619205166,Clear,clear sky
Burpham,50.8703,-0.5226,5,1.67,3.74,1025,89,3,0.45,107,GB,1619148007,1619153447,1619204978,Clear,clear sky
Bury,53.6,-2.3,6.67,2.22,4.78,1029,78,11,0.79,108,GB,1619148007,1619153440,1619205838,Clouds,few clouds
Bury St Edmunds,52.2463,0.7111,0,-2,-1.04,1029,100,1,1.82,117,GB,1619148007,1619152940,1619204893,Clear,clear sky
Camberley,51.3371,-0.7426,2.22,1,1.54,1027,86,4,2.06,50,GB,1619148007,1619153430,1619205101,Clear,clear sky
Canterbury,51.279,1.0799,6.11,5,5.73,1026,91,6,1.34,82,GB,1619147849,1619153002,1619204654,Clear,clear sky
Cardiff,51.48,-3.18,6,2.78,4.43,1027,52,0,4.63,80,GB,1619147885,1619153992,1619205708,Clear,clear sky
Carlisle,40.2015,-77.1889,4.44,2.78,3.88,1019,42,98,0.45,213,US,1619148001,1619086792,1619135650,Clouds,overcast clouds
Castleford,53.7259,-1.3626,5,2.78,3.5,1029,49,90,1.06,177,GB,1619147933,1619153194,1619205635,Clouds,overcast clouds
Chatham,51.3789,0.5279,6.11,-1.11,2.28,1027,93,6,2.82,82,GB,1619148008,1619153119,1619204802,Clear,clear sky
Cheadle,52.9833,-1.9833,3.89,3.33,3.52,1014,66,5,0.45,119,GB,1619147923,1619153467,1619205659,Clear,clear sky
Chelmsford,51.7357,0.4696,1.67,-1.67,0.37,1027,90,3,2.65,73,GB,1619148009,1619153078,1619204871,Clear,clear sky
Cheltenham,51.9,-2.0833,3,0.56,1.53,1027,81,1,2.57,60,GB,1619147864,1619153664,1619205510,Clear,clear sky
Cheshire,41.499,-72.9007,4,2,3.1,1012,45,90,2.06,260,US,1619148009,1619085637,1619134747,Clouds,overcast clouds
Chester,40.1254,-75.8749,3.89,3,3.42,1017,48,1,3.09,270,US,1619148009,1619086484,1619135327,Clear,clear sky
Chesterfield,37.3835,-77.5997,5,3,3.74,1020,75,1,2.59,291,US,1619148010,1619087149,1619135489,Clear,clear sky
Chichester,50.8367,-0.78,3.89,3.33,3.7,1027,89,4,5.08,73,GB,1619148010,1619153514,1619205035,Clear,clear sky
Chiswell Green,51.7283,-0.3594,3,0,1.53,1028,93,5,2.57,90,GB,1619148010,1619153278,1619205069,Clear,clear sky
Chiswick,51.4923,-0.2638,3.89,1.67,2.51,1028,93,5,3.09,70,GB,1619148010,1619153291,1619205009,Clear,clear sky
Chorley,53.65,-2.6167,6.67,3.33,4.77,1026,73,10,1.77,123,GB,1619148010,1619153507,1619205923,Clear,clear sky
Cirencester,51.7171,-1.9683,3,1.11,1.89,1027,81,1,2.57,60,GB,1619148011,1619153665,1619205454,Clear,clear sky
Cleckheaton,53.724,-1.7129,4.44,2.78,3.68,1019,64,39,0.64,247,GB,1619148011,1619153278,1619205718,Clouds,scattered clouds
Cobham,51.33,-0.4113,3.89,0,1.6,1028,87,4,1.54,80,GB,1619148011,1619153351,1619205020,Clear,clear sky
Cockermouth,54.6621,-3.3609,8.33,8.33,8.33,1027,50,88,1.5,105,GB,1619148011,1619153508,1619206279,Clouds,overcast clouds
Colchester,51.8892,0.9042,5,-1.67,2.05,1028,93,5,2.24,100,GB,1619147728,1619152950,1619204790,Clear,clear sky
Corley,52.4641,-1.5594,3,2.78,2.85,1028,75,0,1.89,126,GB,1619148012,1619153450,1619205473,Clear,clear sky
Coventry,52.4066,-1.5122,3,2.78,2.83,1028,75,0,2,123,GB,1619147733,1619153448,1619205452,Clear,clear sky
Crawley,51.113,-0.1831,2.78,1,1.76,1028,100,0,2.06,70,GB,1619148012,1619153329,1619204933,Clear,clear sky
Crewe,53.0979,-2.4416,4.44,3.33,3.77,1022,79,7,2.6,132,GB,1619147383,1619153558,1619205788,Clear,clear sky
Croydon,40.0873,-74.9035,6.11,4.44,5.39,1017,36,1,4.12,250,US,1619147762,1619086255,1619135090,Clear,clear sky
Darlington,54.5243,-1.5504,5,1.11,2.37,1028,61,100,2.36,193,GB,1619148012,1619153099,1619205819,Clouds,overcast clouds
Deal,51.2232,1.4043,6.11,5,5.75,1012,81,5,0.45,213,GB,1619148013,1619152932,1619204568,Clear,clear sky
Derby,52.9228,-1.4766,4,2.22,2.96,1029,70,0,1.54,100,GB,1619148013,1619153355,1619205527,Clear,clear sky
Dingestow,51.7875,-2.7887,1.11,0.56,0.76,1021,83,0,1.43,32,GB,1619148013,1619153851,1619205662,Clear,clear sky
Doncaster,53.5233,-1.1369,5,1,2.41,1030,75,73,1.03,150,GB,1619147734,1619153174,1619205546,Clouds,broken clouds
Dudley,52.5,-2.0833,3.33,1.67,2.31,1028,82,4,1.85,123,GB,1619148013,1619153569,1619205605,Clear,clear sky
Durham,36.0335,-78.8664,6.67,4.44,5.35,1021,70,1,2.4,331,US,1619148014,1619087570,1619135677,Clear,clear sky
Ealing,51.5122,-0.302,3.89,1.67,2.52,1028,93,5,3.09,70,GB,1619148014,1619153297,1619205022,Clear,clear sky
East Grinstead,51.1238,-0.0061,2.78,1,2.03,1028,100,0,2.06,70,GB,1619148014,1619153285,1619204892,Clear,clear sky
Eastbourne,50.7687,0.2845,4.44,1.67,2.55,1030,90,4,6.13,75,GB,1619148014,1619153269,1619204769,Clear,clear sky
Edgbaston,52.4623,-1.9212,3.33,2.22,2.67,1028,75,0,1.8,115,GB,1619147725,1619153537,1619205560,Clear,clear sky
Edgeware,-43.5137,172.6472,20.56,19,19.65,1001,45,100,1.03,310,NZ,1619148015,1619118671,1619156642,Clouds,overcast clouds
Edinburgh,55.9521,-3.1965,4.44,2,3.53,1028,100,100,1.03,220,GB,1619147473,1619153228,1619206480,Clouds,overcast clouds
Elstree,51.6403,-0.2969,3.89,0,1.93,1028,93,5,3.09,70,GB,1619148015,1619153277,1619205040,Clear,clear sky
Ely,52.3986,0.2581,0.56,-0.56,0,1029,100,1,1.49,133,GB,1619148015,1619153025,1619205026,Clear,clear sky
Epping,-33.7727,151.0818,21.67,19.44,20.53,1014,45,0,2.44,257,AU,1619148015,1619123024,1619162640,Clear,clear sky
Epsom,51.3305,-0.2701,2.78,0,1.36,1029,87,4,2.29,79,GB,1619147942,1619153317,1619204986,Clear,clear sky
Essex,40.7834,-74.2163,7.22,2.78,5.13,1015,29,75,3.6,260,US,1619147783,1619086023,1619134992,Clouds,broken clouds
Exeter,50.7236,-3.5275,3.33,1.67,2.62,1025,87,0,3.05,73,GB,1619148016,1619154189,1619205678,Clear,clear sky
Exmouth,50.6172,-3.4023,8.33,1.67,6.06,1025,87,0,6.15,83,GB,1619148016,1619154175,1619205632,Clear,clear sky
Farnborough,51.2942,-0.7557,2.78,1,1.77,1027,86,4,2.06,50,GB,1619147740,1619153439,1619205097,Clear,clear sky
Farnham,51.2143,-0.7959,1.67,1,1.37,1027,86,4,2.06,50,GB,1619148017,1619153461,1619205095,Clear,clear sky
Feltham,51.4442,-0.4107,3.89,0,2.04,1028,87,4,1.54,80,GB,1619148017,1619153334,1619205037,Clear,clear sky
Fleet,51.2833,-0.8333,2.22,1,1.46,1027,86,4,2.06,50,GB,1619148017,1619153460,1619205114,Clear,clear sky
Folkestone,51.0833,1.1833,7,5,5.89,1028,87,6,5.14,80,GB,1619148017,1619153006,1619204600,Clear,clear sky
Fraddon,50.3873,-4.937,8,7.78,7.9,1023,66,8,7.2,100,GB,1619148017,1619154576,1619205968,Clear,clear sky
Gateshead,54.9333,-1.6667,5,1,3.2,1028,80,100,1.54,250,GB,1619148018,1619153053,1619205921,Clouds,overcast clouds
Gloucestershire,51.8333,-2.1667,3,0.56,1.54,1027,81,1,2.57,60,GB,1619148018,1619153695,1619205519,Clear,clear sky
Grantham,52.9115,-0.6418,3.89,1.67,2.73,1029,80,35,3.6,200,GB,1619147833,1619153157,1619205325,Clouds,scattered clouds
Great Yarmouth,52.6083,1.7305,1.11,-1.11,0.28,1030,93,17,1.03,230,GB,1619147731,1619152638,1619204706,Clouds,few clouds
Greenhithe,51.4503,0.2854,4.44,2.22,3.37,1029,93,5,2.57,90,GB,1619148018,1619153166,1619204871,Clear,clear sky
Guildford,51.2354,-0.5743,2.22,0,1.07,1028,86,4,0.51,0,GB,1619148019,1619153405,1619205045,Clear,clear sky
Hailsham,50.8622,0.2578,4.44,1.67,2.56,1030,90,4,4.62,72,GB,1619148019,1619153261,1619204789,Clear,clear sky
Hammersmith,51.4938,-0.2288,3.89,1.67,2.62,1028,93,5,3.09,70,GB,1619148019,1619153283,1619205001,Clear,clear sky
Hampshire,42.3334,-72.5829,3,1.67,2.46,1010,44,20,7.72,270,US,1619148019,1619085476,1619134755,Clouds,few clouds
Hampton,37.0299,-76.3452,10.56,8,9.28,1020,53,75,1.54,280,US,1619148020,1619086880,1619135157,Clouds,broken clouds
Hanley,53.0249,-2.174,4.44,3.33,3.72,1014,66,6,0.45,119,GB,1619148020,1619153506,1619205712,Clear,clear sky
Harlow,51.7766,0.1116,2.78,0.56,1.18,1029,93,5,2.57,80,GB,1619148020,1619153158,1619204963,Clear,clear sky
Harrogate,53.9908,-1.5373,3.89,1.11,2.38,1029,60,99,1.03,100,GB,1619148021,1619153190,1619205722,Clouds,overcast clouds
Harrow on the Hill,51.5714,-0.3337,3.89,0,2.19,1028,93,5,3.09,70,GB,1619148021,1619153296,1619205038,Clear,clear sky
Hayes,51.5158,-0.4234,3.89,0,2.04,1028,93,4,3.09,70,GB,1619148021,1619153326,1619205051,Clear,clear sky
Haywards Heath,50.9977,-0.1031,3.33,1,2.31,1028,100,0,2.06,70,GB,1619148021,1619153328,1619204896,Clear,clear sky
Headington,51.7602,-1.2112,2.22,-1,0.79,1028,93,3,0.51,10,GB,1619148021,1619153477,1619205278,Clear,clear sky
Heathrow,28.7633,-81.3722,16.67,13.89,15.24,1021,82,1,2.57,20,US,1619148022,1619088735,1619135715,Clear,clear sky
Hemel Hempstead,51.7537,-0.4752,2,0,1.27,1028,93,5,2.57,90,GB,1619148022,1619153302,1619205100,Clear,clear sky
Henley on Thames,51.5333,-0.9,2.78,-1,1.52,1028,93,4,0.51,10,GB,1619148022,1619153438,1619205169,Clear,clear sky
Hereford,52.0568,-2.7148,1.11,0.56,0.71,1026,88,0,0.69,89,GB,1619148022,1619153791,1619205686,Clear,clear sky
Hertford,51.7959,-0.0785,2.78,0,1,1027,91,5,2.62,86,GB,1619148023,1619153200,1619205012,Clear,clear sky
Hertfordshire,51.8333,-0.25,2,0,0.67,1028,93,5,2.57,90,GB,1619148023,1619153235,1619205059,Clear,clear sky
Hexham,54.9699,-2.104,1.11,1,1.06,1028,80,100,1.54,250,GB,1619148023,1619153151,1619206033,Clouds,overcast clouds
High Wycombe,51.6291,-0.7493,1.67,-2.22,0.24,1028,91,3,2.45,83,GB,1619148023,1619153387,1619205147,Clear,clear sky
Hitchin,51.9531,-0.2652,2,-1.11,0.22,1028,93,5,2.57,90,GB,1619148023,1619153220,1619205081,Clear,clear sky
Hornchurch,51.5569,0.2166,3.89,0.56,2.49,1029,93,5,2.57,90,GB,1619148024,1619153166,1619204904,Clear,clear sky
Horwich,53.6013,-2.5498,6.67,2.78,4.44,1027,56,10,0.89,86,GB,1619148024,1619153499,1619205899,Clear,clear sky
Hounslow,51.4684,-0.3609,3.89,0,2.21,1028,87,5,1.54,80,GB,1619148024,1619153318,1619205029,Clear,clear sky
Hove,50.8309,-0.1672,5,1.67,3.42,1026,91,5,0.89,125,GB,1619148024,1619153368,1619204887,Clear,clear sky
Hull,53.7446,-0.3353,5,-1,3.01,1029,80,49,0.51,290,GB,1619147942,1619152944,1619205391,Clouds,scattered clouds
Hungerford,51.4151,-1.5156,2.78,1.67,2.41,1027,86,5,2.79,85,GB,1619148025,1619153603,1619205298,Clear,clear sky
Huntingdon,52.3305,-0.1865,0.56,-0.56,-0.01,1028,89,5,1.61,124,GB,1619148025,1619153142,1619205122,Clear,clear sky
Hyde,53.4513,-2.0794,6.11,2.22,4.46,1028,56,7,1.03,90,GB,1619147851,1619153412,1619205760,Clear,clear sky
Ilford,51.5577,0.0728,3.89,2.22,3,1029,93,5,2.57,90,GB,1619148025,1619153201,1619204939,Clear,clear sky
Ipswich,52.0592,1.1555,5,2.78,3.55,1028,93,9,2.57,100,GB,1619148026,1619152863,1619204756,Clear,clear sky
Isle of Man,54.25,-4.5,8,8,8,1027,66,0,4.63,70,IM,1619147746,1619153855,1619206479,Clear,clear sky
Kenilworth,52.3429,-1.5802,3,2.22,2.67,1028,75,0,2,115,GB,1619148026,1619153474,1619205459,Clear,clear sky
Kent,51.1667,0.6667,2.22,-1.11,0.55,1028,90,6,2.66,71,GB,1619148026,1619153118,1619204736,Clear,clear sky
Kettering,39.6895,-84.1688,5,1.11,2.65,1021,60,1,3.09,230,US,1619147947,1619088514,1619137277,Clear,clear sky
Kidderminster,52.3882,-2.25,3.33,1.11,2.04,1027,85,1,1.66,116,GB,1619148027,1619153627,1619205627,Clear,clear sky
Kilburn,53.0058,-1.4387,2.78,1.11,2.02,1052,70,6,0.46,238,GB,1619148027,1619153333,1619205532,Clear,clear sky
Kingston upon Thames,51.3667,-0.2833,3.89,0,1.76,1028,87,4,1.54,80,GB,1619148027,1619153315,1619204995,Clear,clear sky
Lancashire,53.8333,-2.5,4.44,2.22,3.4,1029,61,18,1.47,111,GB,1619148028,1619153448,1619205926,Clouds,few clouds
Lancaster,40.2504,-76.2499,5,1.67,3.19,1017,51,1,3.6,270,US,1619148028,1619086562,1619135429,Clear,clear sky
Royal Leamington Spa,52.3,-1.5333,2.78,1.67,2.26,1026,79,3,0.45,68,GB,1619148028,1619153470,1619205440,Clear,clear sky
Leeds,53.7964,-1.5477,3.89,2.78,3.2,1029,10,83,0.45,360,GB,1619148028,1619153226,1619205691,Clouds,broken clouds
Leicester,52.6386,-1.1317,3.33,1.67,2.55,1028,76,5,0.45,117,GB,1619147806,1619153319,1619205398,Clear,clear sky
Lincoln,40.8,-96.667,10,9.44,9.78,1014,43,75,7.2,160,US,1619148029,1619091404,1619140386,Clouds,broken clouds
Liphook,51.0772,-0.8032,1.67,0,0.96,1027,86,4,2.06,50,GB,1619148029,1619153483,1619205076,Clear,clear sky
Liverpool,53.4106,-2.9779,6.67,4,5.35,1028,70,7,3.6,80,GB,1619147492,1619153634,1619205969,Clear,clear sky
London,51.5085,-0.1257,3.89,2.22,2.81,1029,93,5,2.57,90,GB,1619147520,1619153256,1619204979,Clear,clear sky
London Colney,51.7254,-0.2963,2,0,1.12,1028,93,5,2.57,90,GB,1619148030,1619153263,1619205053,Clear,clear sky
Loughborough,52.7667,-1.2,4,0.56,2.45,1029,70,0,1.54,100,GB,1619148030,1619153315,1619205435,Clear,clear sky
Loughton,52.0304,-0.7864,2.22,0,0.94,1026,82,5,1.93,99,GB,1619148030,1619153333,1619205218,Clear,clear sky
Lowestoft,52.4752,1.7516,1.11,-1.11,0.33,1030,93,21,1.03,230,GB,1619147773,1619152654,1619204679,Clouds,few clouds
Luton,51.8797,-0.4175,2,-1.11,0.5,1028,93,5,2.57,90,GB,1619147757,1619153268,1619205106,Clear,clear sky
Maidenhead,51.5228,-0.7199,3,1.11,1.8,1028,87,4,1.54,80,GB,1619148031,1619153396,1619205124,Clear,clear sky
Maidstone,51.2667,0.5167,4.44,-1.11,0.96,1029,83,6,2.18,72,GB,1619148031,1619153139,1619204788,Clear,clear sky
Manchester,53.4809,-2.2374,6.11,3.33,4.87,1028,56,8,1.03,90,GB,1619147321,1619153445,1619205803,Clear,clear sky
Mansfield,53.1333,-1.2,2.78,1.11,1.89,1028,81,17,1.29,221,GB,1619147851,1619153254,1619205496,Clouds,few clouds
Market Harborough,52.4776,-0.9205,2.22,0,1.29,1029,82,5,0.45,90,GB,1619148031,1619153294,1619205322,Clear,clear sky
Marlow,51.5693,-0.7742,2.22,-2.22,0.85,1029,85,3,2.49,79,GB,1619148032,1619153402,1619205144,Clear,clear sky
Middlesbrough,54.5762,-1.2348,5,1.11,3.66,1027,46,100,0.89,259,GB,1619147993,1619153014,1619205753,Clouds,overcast clouds
Middlewich,53.193,-2.444,4.44,2.22,3.54,1028,66,6,2.54,135,GB,1619148032,1619153543,1619205805,Clear,clear sky
Milton Keynes,52.0417,-0.7558,2.22,0,0.96,1026,82,5,1.91,101,GB,1619147844,1619153324,1619205213,Clear,clear sky
Mirfield,53.6734,-1.6964,4.44,2.78,3.69,1019,64,36,0.72,231,GB,1619148032,1619153283,1619205706,Clouds,scattered clouds
Newark,40.7357,-74.1724,7.22,3.89,5.65,1015,29,75,3.6,260,US,1619148032,1619086017,1619134977,Clouds,broken clouds
Newbury,51.4003,-1.3206,2.78,1.11,2.15,1027,86,5,2.55,81,GB,1619147818,1619153559,1619205249,Clear,clear sky
Newcastle,-32.9272,151.7765,20.56,20,20.17,1016,34,0,4.63,290,AU,1619147605,1619122794,1619162536,Clear,clear sky
Newcastle-under-Lyme,53,-2.2333,4.44,1.67,3.36,1014,66,6,0.45,119,GB,1619148033,1619153524,1619205722,Clear,clear sky
Newcastle upon Tyne,54.9733,-1.614,5,1,3.12,1028,80,100,1.54,250,GB,1619148004,1619153033,1619205916,Clouds,overcast clouds
Newcastle upon Tyne,54.9733,-1.614,5,1,3.12,1028,80,100,1.54,250,GB,1619148004,1619153033,1619205916,Clouds,overcast clouds
Newport,51.5877,-2.9984,3.89,1,2.66,1026,69,0,5.66,80,GB,1619147872,1619153932,1619205681,Clear,clear sky
Norfolk,42.1668,-71.2495,3.89,2.22,3,1009,51,11,0.45,244,US,1619148034,1619085173,1619134418,Clouds,few clouds
North Cheam,51.3716,-0.2202,2.78,0,1.39,1029,87,5,2.25,77,GB,1619148034,1619153299,1619204981,Clear,clear sky
Northampton,40.8754,-75.2499,3.89,1.11,2.6,1013,55,56,1.34,267,US,1619148034,1619086262,1619135249,Clouds,broken clouds
Norwich,52.6278,1.2983,1.67,-0.56,0.73,1030,93,15,1.03,230,GB,1619147625,1619152739,1619204813,Clouds,few clouds
Nottingham,52.9536,-1.1505,4,1.67,2.65,1029,70,0,1.54,100,GB,1619147934,1619153272,1619205454,Clear,clear sky
Nottinghamshire,53.1667,-1,2.78,1.67,2.02,1030,79,48,0.45,269,GB,1619148035,1619153201,1619205453,Clouds,scattered clouds
Ormskirk,53.5668,-2.8818,6.67,3.33,5.17,1028,55,7,0.45,96,GB,1619147805,1619153585,1619205973,Clear,clear sky
Orpington,51.3746,0.0979,3.33,-1.11,1.91,1029,93,5,2.57,90,GB,1619148036,1619153223,1619204905,Clear,clear sky
Oxford,51.7522,-1.256,2.22,-1,0.8,1028,93,3,0.51,10,GB,1619147823,1619153489,1619205288,Clear,clear sky
Penrith,54.6658,-2.7576,2.78,2.78,2.78,1027,77,100,2.22,163,GB,1619147853,1619153363,1619206135,Clouds,overcast clouds
Pevensey,50.8197,0.3396,4.44,1.67,2.53,1030,90,4,5.56,75,GB,1619148037,1619153248,1619204763,Clear,clear sky
Pinner,51.5938,-0.3822,3.89,0,1.93,1028,93,5,3.09,70,GB,1619147927,1619153304,1619205053,Clear,clear sky
Plymouth,41.8334,-70.8328,5,2.78,3.7,1009,41,1,5.14,250,US,1619148037,1619085107,1619134284,Clear,clear sky
Pocklington,53.9334,-0.7811,4.44,-1,1.94,1029,80,67,0.51,290,GB,1619148037,1619153019,1619205530,Clouds,broken clouds
Poole,50.7167,-2,4.44,2.78,3.78,1027,73,3,5.3,77,GB,1619147958,1619153824,1619205310,Clear,clear sky
Portsmouth,50.799,-1.0913,7.22,3.33,4.93,1027,85,3,6.03,80,GB,1619148037,1619153594,1619205104,Clear,clear sky
Potters Bar,51.6935,-0.1784,2.78,0,1.31,1027,91,5,2.57,81,GB,1619148038,1619153240,1619205020,Clear,clear sky
Preston,53.7667,-2.7167,6.67,3.33,4.59,1026,73,9,2.21,118,GB,1619148038,1619153511,1619205967,Clear,clear sky
Quinton,35.1229,-95.3711,13,12,12.5,1017,38,100,2.57,150,US,1619148038,1619091604,1619139564,Clouds,overcast clouds
Reading,51.4562,-0.9711,2.78,1.11,1.72,1029,83,4,2.44,79,GB,1619147956,1619153466,1619205174,Clear,clear sky
Rochdale,53.6177,-2.1552,6.11,2.22,4.16,1029,78,11,0.58,100,GB,1619147759,1619153402,1619205807,Clouds,few clouds
Romford,51.5752,0.1858,3.89,0.56,2.48,1029,93,5,2.57,90,GB,1619148039,1619153171,1619204914,Clear,clear sky
Ross on Wye,51.9167,-2.5667,1.11,0.56,0.73,1026,87,0,0.45,327,GB,1619148039,1619153778,1619205628,Clear,clear sky
Runcorn,53.3417,-2.7312,5.56,2.22,3.83,1028,70,7,3.6,80,GB,1619148039,1619153587,1619205898,Clear,clear sky
Salisbury,51.0693,-1.7957,3,1.11,1.97,1027,87,4,2.57,90,GB,1619147954,1619153723,1619205314,Clear,clear sky
Saughall,53.2262,-2.9565,5,2.22,3.85,1028,70,7,3.6,80,GB,1619148040,1619153660,1619205933,Clear,clear sky
Sheffield,53.383,-1.4659,5,1.67,2.87,1029,70,16,1.15,233,GB,1619147778,1619153276,1619205601,Clouds,few clouds
Shrewsbury,52.7101,-2.7521,3,0,1.05,1028,70,2,0.51,50,GB,1619148003,1619153696,1619205799,Clear,clear sky
Shropshire,52.6667,-2.75,3.33,0,2.16,1028,70,2,0.51,50,GB,1619148041,1619153702,1619205792,Clear,clear sky
Sittingbourne,51.3413,0.7328,6.11,2.22,4.34,1022,86,6,3.34,85,GB,1619148041,1619153075,1619204747,Clear,clear sky
