city_name,city_lat,city_lng,city_temp_max,city_temp_min,city_temp,city_pressure,city_humidity,city_cloud,city_wind_speed,city_wind_deg,city_country,city_date,city_sunrise,city_sunset,weather_main,weather_description
Pacific Palisades,34.0424,-118.541,15,12.22,13.73,1014,72,90,3.6,260,US,1619148959,1619097249,1619145040,Clouds,overcast clouds
Pacifica,37.6138,-122.4869,10,7.78,9.07,1016,87,90,3.09,290,US,1619148959,1619097892,1619146290,Mist,mist
Palm Desert,33.7222,-116.3745,22,16.11,19.12,1006,35,1,6.17,320,US,1619148727,1619096755,1619144494,Clear,clear sky
Palm Springs,33.8303,-116.5453,22,2.78,14.74,1006,35,1,6.17,320,US,1619148960,1619096787,1619144543,Clear,clear sky
Palmdale,34.5794,-118.1165,15,8.33,12.15,1012,58,1,9.26,190,US,1619148661,1619097103,1619144981,Clear,clear sky
Palo Alto,37.4419,-122.143,11.67,7.78,10.1,1015,76,20,6.69,310,US,1619148960,1619097825,1619146192,Clouds,few clouds
Panorama City,34.2243,-118.4454,15,10.56,13,1014,72,90,2.57,120,US,1619148960,1619097211,1619145031,Clouds,overcast clouds
Paramount,33.8895,-118.1598,16,13.89,14.72,1014,67,90,3.6,290,US,1619148961,1619097170,1619144936,Clouds,overcast clouds
Pasadena,29.6911,-95.2091,20,18.33,19.07,1016,77,90,6.17,110,US,1619148961,1619091986,1619139104,Clouds,overcast clouds
Paso Robles,35.6266,-120.691,11,6.67,9.02,1013,76,1,6.17,200,US,1619148727,1619097634,1619145686,Clear,clear sky
Patterson,37.4716,-121.1297,17,12.78,14.88,1011,51,1,7.2,320,US,1619148728,1619097580,1619145951,Clear,clear sky
Perris,33.7825,-117.2287,13.33,11.67,12.75,1014,76,90,2.57,320,US,1619148728,1619096955,1619144704,Clouds,overcast clouds
Petaluma,38.2324,-122.6367,10,8.89,9.61,1014,87,90,4.12,260,US,1619148962,1619097873,1619146381,Clouds,overcast clouds
Pico Rivera,33.9831,-118.0967,16,12.78,14.72,1014,72,90,2.57,270,US,1619148728,1619097147,1619144928,Clouds,overcast clouds
Pinole,38.0044,-122.2989,11.11,8.33,9.8,1015,85,18,0.45,246,US,1619148963,1619097812,1619146280,Clouds,few clouds
Pismo Beach,35.1428,-120.6413,11.11,9.44,10.58,1015,76,90,4.63,290,US,1619148964,1619097662,1619145634,Clouds,overcast clouds
Pittsburg,38.028,-121.8847,11.11,9.44,10.23,1013,71,1,6.69,200,US,1619148964,1619097711,1619146182,Clear,clear sky
Piacenza,45.0468,9.6994,10,8.89,9.52,1015,75,16,1.88,127,IT,1619148789,1619151759,1619201760,Clouds,few clouds
Placerville,38.7296,-120.7986,13,11.67,12.39,1013,67,1,2.57,220,US,1619148965,1619097387,1619145985,Clear,clear sky
Playa Vista,33.9728,-118.4276,15,12.22,14.01,1014,72,75,5.14,270,US,1619148965,1619097227,1619145007,Clouds,broken clouds
Pleasant Hill,37.948,-122.0608,11.11,8.33,9.82,1013,71,1,6.69,200,US,1619148965,1619097760,1619146217,Clear,clear sky
Pleasanton,37.6624,-121.8747,11.11,8.89,9.72,1014,81,1,6.69,280,US,1619148728,1619097741,1619146147,Clear,clear sky
Pollock Pines,38.7613,-120.5866,13,11.67,12.49,1013,67,1,2.57,220,US,1619148966,1619097333,1619145937,Clear,clear sky
Pomona,34.0553,-117.7523,14.44,12,13.53,1014,87,90,2.06,290,US,1619148966,1619097059,1619144851,Clouds,overcast clouds
Port Hueneme,34.1478,-119.1951,13.33,12,12.55,1014,76,1,4.63,280,US,1619148728,1619097397,1619145205,Clear,clear sky
Porterville,36.0652,-119.0168,23,19.44,21.47,1010,35,1,2.06,310,US,1619148966,1619097195,1619145322,Clear,clear sky
Poway,32.9628,-117.0359,15,12,13.46,1014,82,90,1.54,240,US,1619148967,1619096974,1619144592,Clouds,overcast clouds
Prunedale,36.7758,-121.6697,12,10,10.81,1015,76,90,4.63,310,US,1619148967,1619097770,1619146020,Clouds,overcast clouds
Ramona,33.0417,-116.8681,14.44,10.56,12.5,1014,82,90,1.54,240,US,1619148967,1619096927,1619144558,Clouds,overcast clouds
Rancho Bernardo,33.0186,-117.061,15,12,13.52,1014,82,90,1.54,240,US,1619148967,1619096975,1619144603,Clouds,overcast clouds
Rancho Bernardo,33.0186,-117.061,15,12,13.52,1014,82,90,1.54,240,US,1619148967,1619096975,1619144603,Clouds,overcast clouds
Rancho Cordova,38.5891,-121.3027,13.89,11.11,12.63,1011,71,1,5.14,210,US,1619148968,1619097520,1619146093,Clear,clear sky
Rancho Cucamonga,34.1064,-117.5931,14.44,11.11,13.1,1014,77,90,2.57,270,US,1619148777,1619097016,1619144817,Clouds,overcast clouds
Rancho Mirage,33.7397,-116.4128,22,16.11,19.1,1006,35,1,6.17,320,US,1619148968,1619096763,1619144504,Clear,clear sky
Rancho Palos Verdes,33.7445,-118.387,14.44,12.78,13.91,1014,82,75,3.6,240,US,1619148969,1619097236,1619144979,Clouds,broken clouds
Rancho Santa Margarita,33.6409,-117.6031,15,12.22,13.45,1016,88,42,0.45,270,US,1619148969,1619097056,1619144782,Clouds,scattered clouds
Red Bluff,40.1785,-122.2358,22,16.11,18.78,1008,35,1,2.57,140,US,1619148969,1619097595,1619146467,Clear,clear sky
Redding,40.5865,-122.3917,24.44,16.67,20.07,1008,37,1,3.09,150,US,1619148728,1619097593,1619146544,Clear,clear sky
Redlands,34.0556,-117.1825,15,8.89,12.55,1014,67,90,3.6,260,US,1619148970,1619096922,1619144714,Clouds,overcast clouds
Redondo Beach,33.8492,-118.3884,14.44,13.33,14.17,1014,82,75,3.6,240,US,1619148970,1619097228,1619144987,Clouds,broken clouds
Redwood City,37.4852,-122.2364,11.11,8.89,9.95,1015,81,75,5.14,250,US,1619148970,1619097844,1619146218,Clouds,broken clouds
Reedley,36.5963,-119.4504,24,20.56,22.1,1010,37,1,3.09,320,US,1619148970,1619097253,1619145471,Clear,clear sky
Reseda,34.1945,-118.5363,15,11.67,13.32,1014,72,90,2.57,120,US,1619148970,1619097235,1619145051,Clouds,overcast clouds
Rialto,34.1064,-117.3703,15,5.56,12.85,1014,67,90,3.6,260,US,1619148971,1619096963,1619144764,Clouds,overcast clouds
Ridgecrest,35.6225,-117.6709,22,18.89,20.23,1006,23,20,8.23,290,US,1619148971,1619096910,1619144961,Clouds,few clouds
Ripon,54.1352,-1.5212,3,0,1.52,1029,64,100,1.03,180,GB,1619148971,1619153161,1619205743,Clouds,overcast clouds
Riverbank,37.736,-120.9355,17,15,15.54,1011,51,1,7.2,320,US,1619148921,1619097509,1619145928,Clear,clear sky
Riverside,33.7333,-116.0508,22,19.44,20.42,1006,35,1,11.32,330,US,1619148972,1619096676,1619144417,Clear,clear sky
Rocklin,38.7907,-121.2358,15.56,13,14.26,1010,63,1,4.63,170,US,1619148837,1619097486,1619146096,Clear,clear sky
Rohnert Park,38.3396,-122.7011,10.56,8.33,9.59,1014,87,90,4.12,260,US,1619148972,1619097878,1619146406,Clouds,overcast clouds
Rolling Hills,33.757,-118.354,15,12.78,13.98,1014,82,75,3.6,240,US,1619148972,1619097227,1619144972,Clouds,broken clouds
Rolling Hills Estates,33.7878,-118.3581,15,12.78,13.98,1014,82,75,3.6,240,US,1619148973,1619097225,1619144975,Clouds,broken clouds
Rosamond,34.8641,-118.1634,18,12.22,14.2,1011,67,1,9.26,240,US,1619148728,1619097091,1619145016,Clear,clear sky
Rosemead,34.0806,-118.0729,15,10.56,12.71,1013,74,11,1.34,225,US,1619148973,1619097133,1619144930,Clouds,few clouds
Roseville,38.7521,-121.288,15.56,12.78,14.04,1011,71,1,6.69,180,US,1619148973,1619097502,1619146105,Clear,clear sky
Rowland Heights,33.9761,-117.9053,15,12.78,13.98,1011,70,22,0.89,272,US,1619148973,1619097102,1619144882,Clouds,few clouds
Sacramento,38.4666,-121.3177,13,11.11,11.97,1011,71,1,5.14,210,US,1619148974,1619097535,1619146086,Clear,clear sky
Sacramento,38.4666,-121.3177,13,11.11,11.97,1011,71,1,5.14,210,US,1619148974,1619097535,1619146086,Clear,clear sky
Salinas,36.6777,-121.6555,12,10,10.84,1015,76,90,4.63,310,US,1619148974,1619097775,1619146008,Clouds,overcast clouds
San Anselmo,37.9747,-122.5616,10,8.89,9.6,1013,81,75,1.54,0,US,1619148974,1619097878,1619146340,Clouds,broken clouds
San Bernardino,34.6667,-116.1675,22,19.44,20.75,1009,21,1,11.83,300,US,1619148975,1619096629,1619144520,Clear,clear sky
San Bernardino,34.6667,-116.1675,22,19.44,20.75,1009,21,1,11.83,300,US,1619148975,1619096629,1619144520,Clear,clear sky
San Bruno,37.6305,-122.4111,11,7.78,9.36,1015,76,90,7.2,270,US,1619148975,1619097873,1619146273,Clouds,overcast clouds
San Carlos,9.6612,-68.5827,27.02,27.02,27.02,1011,62,84,2,26,VE,1619148975,1619086837,1619131475,Clouds,broken clouds
San Clemente,33.427,-117.612,15,12.78,14,1001,82,72,1.48,253,US,1619148909,1619097075,1619144767,Clouds,broken clouds
San Diego,32.7153,-117.1573,15.56,12.78,14.35,1014,72,75,2.06,300,US,1619148706,1619097022,1619144602,Clouds,broken clouds
San Diego,32.7153,-117.1573,15.56,12.78,14.35,1014,72,75,2.06,300,US,1619148706,1619097022,1619144602,Clouds,broken clouds
San Dimas,34.1067,-117.8067,14.44,10.56,12.81,1014,87,90,2.06,290,US,1619148976,1619097067,1619144868,Clouds,overcast clouds
San Francisco,37.7749,-122.4194,11.11,7.78,9.37,1015,76,90,7.2,270,US,1619148920,1619097862,1619146288,Clouds,overcast clouds
San Francisco,37.7749,-122.4194,11.11,7.78,9.37,1015,76,90,7.2,270,US,1619148920,1619097862,1619146288,Clouds,overcast clouds
San Gabriel,34.0961,-118.1058,15,10.56,12.54,1021,62,75,2.28,194,US,1619148977,1619097140,1619144939,Clouds,broken clouds
San Jacinto,33.7839,-116.9586,13.89,12.22,13.01,1014,75,54,0.45,224,US,1619148977,1619096890,1619144639,Clouds,broken clouds
San Jose,37.3394,-121.895,12.22,10,11.12,1015,76,20,7.2,340,US,1619148806,1619097775,1619146123,Clouds,few clouds
San Juan Capistrano,33.5017,-117.6626,15,12.22,13.75,1013,83,61,1.26,244,US,1619148977,1619097081,1619144785,Clouds,broken clouds
San Leandro,37.7249,-122.1561,11,8.33,9.8,1015,76,90,8.23,250,US,1619148728,1619097803,1619146220,Clouds,overcast clouds
San Lorenzo,-25.3333,-57.5333,20,20,20,1013,88,75,1.54,0,PY,1619148978,1619086102,1619126906,Clouds,broken clouds
San Luis Obispo,35.3666,-120.5343,11.11,8.33,10.31,1015,76,90,4.63,290,US,1619148978,1619097618,1619145627,Clouds,overcast clouds
San Luis Obispo,35.3666,-120.5343,11.11,8.33,10.31,1015,76,90,4.63,290,US,1619148978,1619097618,1619145627,Clouds,overcast clouds
San Marcos,33.1434,-117.1661,15,12.22,13.87,1014,72,90,2.06,280,US,1619148979,1619096991,1619144638,Clouds,overcast clouds
San Marino,43.9333,12.4167,8.89,7,7.98,1021,93,7,1.03,220,SM,1619148979,1619151234,1619200980,Clear,clear sky
San Mateo,37.4499,-122.3511,11.11,7.78,9.42,1015,81,75,5.14,250,US,1619148979,1619097874,1619146243,Clouds,broken clouds
San Pablo City,14.0669,121.3258,33.33,31.67,32.35,1006,69,86,1.34,176,PH,1619148979,1619127398,1619172547,Clouds,overcast clouds
City of San Pedro,14.35,121.0167,33.33,32,32.52,1007,62,20,4.12,290,PH,1619148980,1619127456,1619172637,Clouds,few clouds
San Rafael,-34.6177,-68.3301,13.48,13.48,13.48,1013,70,11,1.07,190,AR,1619148980,1619175775,1619215194,Clouds,few clouds
San Ramon,37.7799,-121.978,10.56,8.33,9.54,1014,81,1,6.69,280,US,1619148980,1619097756,1619146182,Clear,clear sky
San Ysidro,32.3509,-106.8111,20.56,19.44,19.82,1010,12,1,6.69,240,US,1619148980,1619094569,1619142089,Clear,clear sky
Sand City,36.6172,-121.8483,10.56,9.44,9.94,1014,88,68,2.68,275,US,1619148980,1619097827,1619146049,Clouds,broken clouds
Sanger,36.708,-119.556,24,20.56,21.95,1009,31,1,3.6,310,US,1619148981,1619097269,1619145506,Clear,clear sky
Santa Ana,33.7456,-117.8678,15,12.78,14.32,1014,72,75,2.57,0,US,1619148981,1619097111,1619144854,Clouds,broken clouds
Santa Barbara,34.7333,-120.0343,10,9,9.61,1015,81,1,2.06,270,US,1619148981,1619097551,1619145454,Clear,clear sky
Santa Clara,22.4,-79.9667,25,25,25,1018,44,20,2.57,60,CU,1619148441,1619088824,1619134951,Clouds,few clouds
Santa Clarita,34.3917,-118.5426,13.89,12.22,13.16,1015,71,90,2.57,100,US,1619148881,1619097221,1619145068,Clouds,overcast clouds
Santa Fe Springs,33.9472,-118.0854,16,14.44,14.95,1014,72,90,2.57,270,US,1619148728,1619097147,1619144922,Clouds,overcast clouds
Santa Maria,-29.6842,-53.8069,18,18,18,1017,88,0,3.6,110,BR,1619148795,1619171927,1619212072,Clear,clear sky
Santa Monica,34.0195,-118.4912,15,12.22,13.81,1014,72,90,3.6,260,US,1619148722,1619097239,1619145026,Clouds,overcast clouds
Santa Paula,34.3542,-119.0593,13.33,11.11,12.3,997,82,10,0.89,189,US,1619148983,1619097348,1619145189,Clear,clear sky
Santa Rosa,14.3122,121.1114,33.33,32,32.52,1007,62,20,4.12,290,PH,1619148983,1619127435,1619172612,Clouds,few clouds
Santa Rosa,14.3122,121.1114,33.33,32,32.52,1007,62,20,4.12,290,PH,1619148983,1619127435,1619172612,Clouds,few clouds
Santee,32.8384,-116.9739,15,11.67,13.55,1014,82,90,1.54,90,US,1619148983,1619096969,1619144568,Clouds,overcast clouds
Saratoga,43.1001,-73.8496,2.22,1.67,2.04,1009,54,13,0.45,302,US,1619148983,1619085700,1619135140,Clouds,few clouds
Saugus,42.4648,-71.01,4.44,2.78,3.63,1007,45,1,5.14,260,US,1619148723,1619085085,1619134391,Clear,clear sky
Sausalito,37.8591,-122.4853,10.56,8.33,9.36,1020,89,43,2.24,199,US,1619148984,1619097870,1619146311,Clouds,scattered clouds
Scotts Valley,37.0511,-122.0147,11.67,8.33,10.34,1008,87,2,0.45,270,US,1619148984,1619097829,1619146127,Clear,clear sky
Seal Beach,33.7414,-118.1048,15.56,13.89,14.71,1014,77,90,2.57,260,US,1619148984,1619097168,1619144911,Clouds,overcast clouds
Seal Beach,33.7414,-118.1048,15.56,13.89,14.71,1014,77,90,2.57,260,US,1619148984,1619097168,1619144911,Clouds,overcast clouds
Seaside,36.6111,-121.8516,10.56,9.44,9.93,1014,88,68,2.68,275,US,1619148985,1619097828,1619146049,Clouds,broken clouds
Sevastopol,44.6,33.5333,10.56,10.56,10.56,1020,63,96,4.8,136,UA,1619148775,1619146097,1619195983,Clouds,overcast clouds
Selma,36.5708,-119.6121,24,20.56,22.33,1009,31,1,3.6,310,US,1619148985,1619097294,1619145508,Clear,clear sky
Sherman Oaks,34.1511,-118.4492,15,11.67,13.52,1014,72,90,2.57,120,US,1619148985,1619097218,1619145026,Clouds,overcast clouds
Sierra Madre,34.1617,-118.0528,14.44,10.56,12.52,1012,82,6,1.78,173,US,1619148986,1619097122,1619144932,Clear,clear sky
Signal Hill,33.8045,-118.1678,15.56,13.89,14.61,1014,67,90,3.6,290,US,1619148986,1619097178,1619144931,Clouds,overcast clouds
Simi Valley,34.2695,-118.7815,14.44,10.56,12.54,1047,82,8,0.45,263,US,1619148728,1619097288,1619145116,Clear,clear sky
Solana Beach,32.9912,-117.2711,15,12.78,13.93,1014,72,90,2.06,280,US,1619148986,1619097028,1619144651,Clouds,overcast clouds
Soledad,10.9184,-74.7646,27,27,27,1009,78,0,5.14,20,CO,1619148987,1619088251,1619133027,Clear,clear sky
Sonoma,38.55,-122.9011,11,8.33,9.85,1013,76,1,3.6,130,US,1619148987,1619097907,1619146474,Clear,clear sky
Sonora,37.9841,-120.3821,16,10,13.49,1012,55,1,1.9,42,US,1619148987,1619097355,1619145817,Clear,clear sky
Soquel,36.988,-121.9566,11.67,8.89,10.52,1014,23,12,1.97,268,US,1619148987,1619097820,1619146107,Clouds,few clouds
South El Monte,34.0519,-118.0467,15,10.56,12.78,1013,71,14,1.34,225,US,1619148988,1619097129,1619144922,Clouds,few clouds
South Gate,33.9547,-118.212,15.56,13.33,14.5,1014,72,90,4.12,260,US,1619148988,1619097177,1619144953,Clouds,overcast clouds
South Lake Tahoe,38.9332,-119.9844,14,8,10.81,1015,49,1,2.06,190,US,1619148988,1619097173,1619145808,Clear,clear sky
South Pasadena,34.1161,-118.1504,14.44,10.56,12.12,1021,62,75,2.09,187,US,1619148989,1619097149,1619144952,Clouds,broken clouds
South San Francisco,37.6547,-122.4078,11.11,7.78,9.43,1015,76,90,7.2,270,US,1619148728,1619097870,1619146274,Clouds,overcast clouds
Southgate,42.2139,-83.1938,5,2.78,3.19,1018,56,1,2.66,271,US,1619148989,1619088032,1619137292,Clear,clear sky
Spring Valley,36.108,-115.245,25,19.44,22.19,1005,7,20,4.12,230,US,1619148989,1619096287,1619144419,Clouds,few clouds
Stanford,37.4241,-122.1661,11.67,7.78,10.06,1015,76,20,6.69,310,US,1619148713,1619097832,1619146196,Clouds,few clouds
Stanton,33.8025,-117.9931,15.56,13.89,14.67,1014,77,90,2.57,260,US,1619148990,1619097137,1619144889,Clouds,overcast clouds
Stevenson Ranch,34.3865,-118.5827,13.89,12.22,13.17,1014,75,1,0.45,161,US,1619148990,1619097231,1619145077,Clear,clear sky
Stockton,37.9577,-121.2908,15,12,12.93,1011,71,1,5.66,280,US,1619148814,1619097575,1619146033,Clear,clear sky
Suisun City,38.2382,-122.0402,13,9.44,11.08,1011,76,1,13.89,230,US,1619148991,1619097729,1619146238,Clear,clear sky
Sunland,38.8928,-101.8216,13,8.33,10.7,1007,38,40,3.81,93,US,1619148991,1619092821,1619141443,Clouds,scattered clouds
Sunnyvale,37.3688,-122.0363,12,8.89,10.83,1015,76,20,7.2,340,US,1619148991,1619097806,1619146160,Clouds,few clouds
Susanville,40.4163,-120.653,16,10.56,13.65,1012,21,1,4.12,290,US,1619148728,1619097192,1619146109,Clear,clear sky
Sylmar,34.3076,-118.4492,15,10.56,12.77,1015,71,90,2.57,100,US,1619148992,1619097205,1619145039,Clouds,overcast clouds
Taft,31.7471,54.2088,22,22,22,1019,21,0,0.6,56,IR,1619148992,1619142336,1619189821,Clear,clear sky
Tarzana,37.5679,48.4368,16.22,16.22,16.22,1017,45,57,3.75,193,IR,1619148992,1619143234,1619191693,Clouds,broken clouds
Tehachapi,35.1322,-118.449,15.56,8.33,12.66,1013,49,1,3.58,231,US,1619148992,1619097137,1619145107,Clear,clear sky
Temecula,33.4936,-117.1484,14.44,12.78,13.59,1014,72,90,2.57,200,US,1619148728,1619096959,1619144661,Clouds,overcast clouds
Temple City,34.1072,-118.0579,13.89,10.56,12.43,1013,76,10,1.34,225,US,1619148993,1619097128,1619144929,Clear,clear sky
Thousand Oaks,34.1706,-118.8376,13.89,9.44,12.08,1013,82,9,2.03,276,US,1619148993,1619097309,1619145121,Clear,clear sky
Torrance,33.8359,-118.3406,15,12.78,14.09,1014,82,75,3.6,240,US,1619148812,1619097217,1619144975,Clouds,broken clouds
Tracy,37.7397,-121.4252,13.89,8.89,12.05,1010,64,0,0.45,297,US,1619148993,1619097627,1619146046,Clear,clear sky
Travis AFB,38.2721,-121.9327,13,9.44,11.24,1011,76,1,13.89,230,US,1619148994,1619097700,1619146216,Clear,clear sky
Truckee,39.328,-120.1833,8,6.11,7,1015,49,1,1.54,230,US,1619148994,1619097184,1619145893,Clear,clear sky
Tulare,36.2666,-118.8009,23,5,15.66,1010,35,1,2.06,310,US,1619148994,1619097126,1619145287,Clear,clear sky
Turlock,37.4947,-120.8466,18,15,16.63,1011,51,1,7.2,320,US,1619148995,1619097510,1619145885,Clear,clear sky
Tustin,33.7459,-117.8262,15,12.22,14.08,1014,72,75,2.57,0,US,1619148995,1619097101,1619144844,Clouds,broken clouds
Twentynine Palms,34.1356,-116.0542,22,15,18.8,1009,21,1,11.83,300,US,1619148995,1619096645,1619144450,Clear,clear sky
Ukiah,39.1502,-123.2078,18,7.22,12.42,1011,39,1,3.09,360,US,1619148995,1619097925,1619146603,Clear,clear sky
Union City,37.5958,-122.0192,11.11,9.44,10.31,1015,71,90,4.63,260,US,1619148995,1619097782,1619146176,Clouds,overcast clouds
Universal City,34.1389,-118.3534,15,10.56,13.06,1014,71,90,3.6,200,US,1619148996,1619097196,1619145002,Clouds,overcast clouds
Upland,34.0975,-117.6484,14.44,10.56,12.81,1014,100,90,2.06,290,US,1619148996,1619097030,1619144830,Mist,mist
Vacaville,38.3566,-121.9877,13,9.44,11.33,1010,67,1,6.17,210,US,1619148996,1619097706,1619146237,Clear,clear sky
Vallejo,38.1041,-122.2566,11.11,8.89,10.1,1013,81,90,6.17,260,US,1619148996,1619097793,1619146278,Clouds,overcast clouds
Valley Center,33.2184,-117.0342,14.44,9.44,12.81,1015,87,99,0.45,202,US,1619148997,1619096953,1619144612,Clouds,overcast clouds
Valley Springs,38.1916,-120.8291,16,12.78,14.4,1011,59,1,3.6,340,US,1619148997,1619097443,1619145943,Clear,clear sky
Valley Village,34.162,-118.4024,15,10.56,13.01,1014,71,90,3.6,200,US,1619148997,1619097206,1619145016,Clouds,overcast clouds
Van Nuys,34.1867,-118.4487,15,10.56,13.1,1014,72,90,2.57,120,US,1619148997,1619097215,1619145029,Clouds,overcast clouds
Venice,27.0998,-82.4543,21.11,20.56,20.83,1019,68,1,4.12,50,US,1619148998,1619089111,1619135858,Clear,clear sky
Ventura,34.4667,-119.0176,13.33,11.67,12.44,1013,81,4,0.39,308,US,1619148998,1619097329,1619145188,Clear,clear sky
Victorville,34.5361,-117.2912,12.78,7.78,11.17,1011,67,9,0.45,232,US,1619148757,1619096909,1619144780,Clear,clear sky
Visalia,36.3302,-119.2921,23,19.44,21.35,1010,37,1,3.09,320,US,1619148998,1619097238,1619145410,Clear,clear sky
Vista,33.2,-117.2425,15.56,12.22,13.96,1014,72,90,2.06,280,US,1619148998,1619097005,1619144660,Clouds,overcast clouds
Walnut,34.0203,-117.8653,15,12,13.66,1014,87,90,2.06,290,US,1619148999,1619097088,1619144876,Clouds,overcast clouds
Walnut Creek,37.9063,-122.065,11.11,8.33,9.7,1013,71,1,6.69,200,US,1619148999,1619097765,1619146215,Clear,clear sky
Watsonville,36.9102,-121.7569,11.11,10,10.49,1013,87,57,0.45,220,US,1619148999,1619097779,1619146052,Clouds,broken clouds
Weaverville,40.731,-122.942,24.44,14.44,18.73,1012,44,5,0.45,176,US,1619148999,1619097711,1619146690,Clear,clear sky
West Covina,34.0686,-117.939,15,11.67,13.48,1014,87,90,2.06,290,US,1619149000,1619097102,1619144897,Clouds,overcast clouds
West Covina,34.0686,-117.939,15,11.67,13.48,1014,87,90,2.06,290,US,1619149000,1619097102,1619144897,Clouds,overcast clouds
West Hills,34.1973,-118.644,15,11.67,13.39,1014,72,90,2.57,120,US,1619149000,1619097261,1619145077,Clouds,overcast clouds
West Hollywood,34.09,-118.3617,15,11.67,13.54,1014,72,90,3.6,260,US,1619149000,1619097202,1619145000,Clouds,overcast clouds
West Sacramento,38.5805,-121.5302,13,12,12.57,1011,76,1,6.17,200,US,1619149001,1619097576,1619146147,Clear,clear sky
Westchester,25.7548,-80.3273,25,23.89,24.47,1018,69,75,5.14,50,US,1619148718,1619088692,1619135256,Clouds,broken clouds
Westlake,41.4553,-81.9179,4,1.67,3.13,1018,56,1,3.6,200,US,1619149001,1619087803,1619136908,Clear,clear sky
Westlake Village,34.1458,-118.8056,14.44,9.44,12.26,1013,82,8,2.32,284,US,1619149001,1619097304,1619145111,Clear,clear sky
Westminster,39.8367,-105.0372,8,7.22,7.67,1009,71,75,2.57,230,US,1619148728,1619093504,1619142303,Clouds,broken clouds
Westwood,42.214,-71.2245,4,2,3.07,1009,41,1,5.14,270,US,1619149002,1619085162,1619134417,Clear,clear sky
Whittier,33.9792,-118.0328,16,13.33,14.82,1014,72,90,2.57,270,US,1619149002,1619097132,1619144912,Clouds,overcast clouds
Wildomar,33.5989,-117.28,14.44,12.78,13.52,1014,72,90,2.57,200,US,1619149002,1619096982,1619144701,Clouds,overcast clouds
Willits,39.4096,-123.3556,18,8.33,11.31,1011,39,1,3.09,360,US,1619149002,1619097936,1619146662,Clear,clear sky
Willows,39.5243,-122.1936,22,22,22,1009,33,1,4.12,130,US,1619149003,1619097647,1619146394,Clear,clear sky
Woodland,38.6785,-121.7733,15,13,13.98,1010,67,1,4.63,210,US,1619149003,1619097625,1619146215,Clear,clear sky
Woodland Hills,40.0153,-111.6487,12,10,10.53,1008,35,1,1.39,181,US,1619149003,1619095072,1619143908,Clear,clear sky
Yorba Linda,33.8886,-117.8131,15,12.78,14.05,1014,72,90,5.14,230,US,1619149003,1619097087,1619144852,Clouds,overcast clouds
Yreka,41.7354,-122.6345,15,15,15,1013,26,1,5.66,20,US,1619149004,1619097537,1619146716,Clear,clear sky
Yuba City,39.1405,-121.6169,18,15.56,17.25,1009,52,1,5.66,170,US,1619149004,1619097545,1619146220,Clear,clear sky
Yucaipa,34.0336,-117.0431,15,4.44,10.27,1014,67,90,3.6,260,US,1619149004,1619096890,1619144679,Clouds,overcast clouds
Yucaipa,34.0336,-117.0431,15,4.44,10.27,1014,67,90,3.6,260,US,1619149004,1619096890,1619144679,Clouds,overcast clouds
Yucca Valley,34.1142,-116.4322,19.44,15,16.64,1009,43,8,0.89,270,US,1619149004,1619096737,1619144539,Clear,clear sky
Alamosa,37.4695,-105.87,6,6,6,1011,33,1,3.09,260,US,1619149005,1619093921,1619142286,Clear,clear sky
Arvada,39.8028,-105.0875,8,6.67,7.35,1009,71,75,2.57,230,US,1619149005,1619093519,1619142312,Clouds,broken clouds
Aspen,39.1911,-106.8175,1,-2.22,-0.72,1012,86,90,2.06,220,US,1619149005,1619093992,1619142670,Snow,light snow
Avon,41.4517,-82.0354,4.44,2,3.51,1018,56,1,3.6,200,US,1619149006,1619087832,1619136936,Clear,clear sky
Basalt,39.3689,-107.0328,1,-3,-0.57,1012,86,90,2.06,220,US,1619149006,1619094027,1619142738,Snow,light snow
Bennett,39.7589,-104.4275,6.67,4.44,5.82,1008,66,98,4.54,237,US,1619149006,1619093365,1619142150,Clouds,overcast clouds
Blackhawk,37.8208,-121.9077,10.56,8.89,9.63,1014,81,1,6.69,280,US,1619149006,1619097735,1619146169,Clear,clear sky
Boulder,40.0833,-105.3505,8,-1.67,4.26,1009,61,1,2.06,180,US,1619149007,1619093556,1619142402,Clear,clear sky
Breckenridge,32.7557,-98.9023,14,13,13.53,1015,77,90,1.54,150,US,1619149007,1619092641,1619140222,Clouds,overcast clouds
Broomfield,39.9205,-105.0866,8,6.67,7.43,1009,71,75,2.57,230,US,1619149007,1619093508,1619142323,Clouds,broken clouds
Cañon City,38.441,-105.2424,11.11,10,10.68,1009,50,75,4.12,160,US,1619149007,1619093683,1619142223,Clouds,broken clouds
Castle Rock,39.3722,-104.8561,6.11,2.78,4.56,1013,79,95,0.45,70,US,1619149007,1619093504,1619142216,Clouds,overcast clouds
Castle Rocks,43.3282,-115.3145,16,7.78,11.31,1005,20,1,4.12,350,US,1619149008,1619095616,1619145124,Clear,clear sky
Centennial,39.5792,-104.8769,7.78,3.89,6.12,1010,65,75,2.57,220,US,1619149008,1619093490,1619142240,Clouds,broken clouds
Clifton,40.8584,-74.1638,6.11,2.78,4.69,1014,38,1,3.6,290,US,1619149008,1619086003,1619134987,Clear,clear sky
Colorado Springs,38.8339,-104.8214,7.78,3.89,5.14,1009,61,75,4.63,330,US,1619149008,1619093546,1619142158,Rain,light rain
